Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.moonSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.moonBricksSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.marsSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.marsBricksSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Desh Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Desh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mercury Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mercury Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mercury Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mercury Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mercury Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mercury Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mercury Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mercury Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Mercury
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mercury Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carbon Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Carbon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Titanium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.null.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Volcanic Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceres Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceres Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceres Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceres Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceres Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceres Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceres Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceres Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Uranium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceres Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Palladium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Nickel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Palladium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Red Gem Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Red Gem
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Nickel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.null.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Magnesium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Magnesium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Broken Infected Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Infected Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Slime Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.null.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranus Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranus Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranus Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranus Crystal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranus Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranus White Gem Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of White Gem
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.null.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranus Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Zinc Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Zinc
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Blue Gem Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Blue Gem
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.null.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Nitrogen
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Tungsten Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tungsten
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.null.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eris Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eris Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eris Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eris Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eris Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eris Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eris Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eris Dark Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Dark Iron
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.null.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eris Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eris Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Dense Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Blue Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Red Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Purple Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Yellow Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Green Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Platinum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Platinum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Europa Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Io Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Io Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Io Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Io Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Io Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Io Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Io Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deimos Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deimos Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deimos Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deimos Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deimos Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deimos Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deimos Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deimos Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Phobos Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Phobos Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Phobos Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Phobos Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Phobos Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Phobos Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Phobos Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Phobos Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triton Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triton Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triton Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triton Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triton Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triton Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triton Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Callisto Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Callisto Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Callisto Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Callisto Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Callisto Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Callisto Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Callisto Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ganymede Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ganymede Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ganymede Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ganymede Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ganymede Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ganymede Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ganymede Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rhea Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rhea Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rhea Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rhea Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rhea Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rhea Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rhea Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titan Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titan Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titan Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titan Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titan Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titan Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titan Methane Surface
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titan Methane Sub-Surface
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titan Rocks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titan Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oberon Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oberon Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oberon Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oberon Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oberon Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oberon Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oberon Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titania Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titania Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titania Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titania Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titania Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titania Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titania Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iapetus Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iapetus Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iapetus Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iapetus Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iapetus Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iapetus Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iapetus Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iapetus Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fossil Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nuclear Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fire Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Marble
appliedenergistics2:item.ItemFacade:0, Cable Facade - Marble Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Snow Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ice Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fire Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black/White Tiled Floor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Marble Tiled Floor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Marble Broken Tiled Floor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metal Mesh Floor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Nitrogen Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Volcanic Rock Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carbon Tiled Floor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carbon Broken Tiled Floor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magnesium Tiled Floor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magnesium Broken Tiled Floor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Grit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Grit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Grit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coal Grit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Grit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Blue Maple Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Red Maple Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Purple Maple Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Yellow Maple Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Green Maple Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Brown Maple Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Blue Wooden Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Red Wooden Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Purple Wooden Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Yellow Wooden Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Green Wooden Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kepler 22b Brown Wooden Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mercury Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Venus Dungeon Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceres Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jupiter Dungeon Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saturn Dungeon Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranus Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranus Dungeon Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neptune Dungeon Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pluto Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eris Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beehive
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Liquid Crystallized Water
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fairy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pokefennium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - RedAurum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.test_bomb.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.event_tester.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.test_core.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.test_charge.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.test_ct.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.structure_anchor.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thorium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Niter Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tungsten Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluorite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beryllium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oil Deposit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Empty Oil Deposit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tar Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lignite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Australian Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Weidite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reiite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brightblende Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dellite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dollar Green Mineral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rare Earth Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cinnabar Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coltan Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminium Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock Coltan Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock Oil Deposit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oily Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burning Nether Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smoldering Netherrack
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Plutonium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Tungsten Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Phosphorus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Schrabidium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Thorium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Titanium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Tungsten Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Aluminium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Lithium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Starmetal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Lithium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Schrabidium Ore
